['682716753374351360', 'person', 'wine', 'holding', 'fruit', 'picture']
['689884768759123972', 'woman', 'women', 'smiling', 'cell', 'restaurant']
['689885764633497600', 'sign', 'white', 'red', 'street', 'writing']
['689887669346766849', 'kitchen', 'cabinets', 'microwave', 'lit', 'counter']
['689893996626341890', 'sign', 'signs', 'different', 'writing', 'wall']
['689911550803582981', 'bed', 'man', 'mouse', 'car', 'snow']
['689927193468735489', 'standing', 'people', 'man', 'picture', 'men']
['689933352053374976', 'wearing', 'tie', 'man', 'boy', 'young']
['689951492443410433', 'signs', 'writing', 'different', 'sign', 'directions']
['689969145895591936', 'woman', 'cell', 'women', 'phone', 'smiling']
['690010469638234113', 'woman', 'man', 'phone', 'cell', 'eating']
['690019977588555776', 'blue', 'scissors', 'surfboards', 'poles', 'wall']
['690029618150166528', 'woman', 'phone', 'cell', 'girl', 'man']
['690051618126086144', 'window', 'sitting', 'view', 'car', 'silver']
['690066296097087489', 'window', 'sitting', 'view', 'car', 'silver']
['690122173579685890', 'sign', 'red', 'air', 'player', 'sky']
['690130217646555136', 'bed', 'white', 'birthday', 'cake', 'kites']
['690138402499469312', 'keyboard', 'sitting', 'cell', 'woman', 'phone']
['690138976276070400', 'sign', 'street', 'white', 'black', 'sky']
['690157363538567172', 'sign', 'player', 'air', 'book', 'wii']
['690165552749375488', 'man', 'wearing', 'woman', 'tie', 'shirt']
['690169534460878848', 'yellow', 'woman', 'table', 'young', 'street']
['690171742598381569', 'plate', 'cup', 'bowl', 'coffee', 'mug']
['690176182722154496', 'lit', 'kitchen', 'window', 'table', 'large']
['690184007951089665', 'road', 'street', 'walking', 'cars', 'crossing']
['690195685891805184', 'cake', 'birthday', 'black', 'dog', 'man']
['690220749399851008', 'red', 'standing', 'woman', 'people', 'picture']
['690226000622424064', 'keyboard', 'woman', 'writing', 'holding', 'close']
['690236729790468096', 'white', 'sitting', 'book', 'large', 'black']
['690248594927017984', 'wii', 'game', 'nintendo', 'remote', 'book']
['690258795734437889', 'cake', 'woman', 'man', 'wedding', 'birthday']
['690282226718642176', 'keyboard', 'writing', 'black', 'sign', 'book']
['690294558312263682', 'man', 'food', 'woman', 'person', 'fruit']
['690314542929186816', 'sign', 'street', 'black', 'sky', 'white']
['690319391959941124', 'man', 'scissors', 'wearing', 'woman', 'holding']
['690358339189002240', 'truck', 'parked', 'trucks', 'parking', 'pickup']
['690362083087613952', 'street', 'white', 'writing', 'lines', 'sign']
['690363048326987777', 'playing', 'game', 'wii', 'video', 'couple']
['690383035896823809', 'man', 'dog', 'holding', 'looking', 'woman']
['690401917042835456', 'cat', 'sitting', 'laying', 'pair', 'shoes']
['690416364377477120', 'man', 'sitting', 'elephant', 'people', 'woman']
['690428189592666112', 'green', 'signs', 'street', 'disc', 'traffic']
['690447117052084224', 'plate', 'white', 'brown', 'sandwich', 'fries']
['690455195864662016', 'people', 'airport', 'luggage', 'line', 'watching']
['690455538828709889', 'red', 'table', 'scissors', 'laptop', 'sitting']
['690474653064781824', 'people', 'street', 'group', 'line', 'man']
['690484087014948864', 'cat', 'laying', 'sleeping', 'sitting', 'laptop']
['690535141689663488', 'park', 'sitting', 'near', 'table', 'bench']
['690543069599506432', 'hill', 'street', 'water', 'road', 'outside']
['690561903580418048', 'phone', 'man', 'cell', 'woman', 'holding']
['690563526776066048', 'black', 'shoes', 'toilet', 'person', 'white']
['690589622594838528', 'keyboard', 'sitting', 'close', 'cell', 'phone']
['690633649985851392', 'display', 'white', 'table', 'types', 'controllers']
['690675425681346560', 'sky', 'airplane', 'plane', 'air', 'large']
['690678117094952961', 'white', 'street', 'sky', 'close', 'sign']
['690684507008032768', 'cat', 'sitting', 'wearing', 'eyes', 'cats']
['690700870648922113', 'sign', 'street', 'white', 'black', 'sky']
['690764914873516032', 'cake', 'woman', 'boy', 'holding', 'birthday']
['690768935185223680', 'city', 'street', 'view', 'night', 'lit']
['690804418376130560', 'sign', 'lit', 'night', 'close', 'sitting']
['690847752847245312', 'parking', 'blue', 'road', 'time', 'sitting']
['690898693743075328', 'person', 'shirt', 'white', 'hand', 'wearing']
['690907113388969984', 'woman', 'glasses', 'phone', 'cell', 'wearing']
['690908985428312064', 'sign', 'box', 'keyboard', 'man', 'road']
['690915881082343424', 'white', 'bathroom', 'toilet', 'paper', 'scissors']
['690925366144278529', 'man', 'tie', 'wearing', 'holding', 'photo']
['690952190081441792', 'air', 'sky', 'clouds', 'cloudy', 'sun']
['690952642521100289', 'snow', 'white', 'skier', 'person', 'mountain']
['690957971673604096', 'white', 'blue', 'sitting', 'wall', 'table']
['690961198108516352', 'sign', 'street', 'stop', 'road', 'red']
['690965828808904704', 'man', 'tie', 'suit', 'wearing', 'woman']
['690972372124434433', 'sign', 'street', 'white', 'parking', 'black']
['690983395598409728', 'wearing', 'child', 'pink', 'woman', 'young']
['690994509862297601', 'sign', 'street', 'white', 'sky', 'close']
['691072273537630209', 'green', 'market', 'vegetables', 'giraffes', 'sitting']
['691074384035999744', 'kitchen', 'large', 'stove', 'window', 'view']
['691095203411812355', 'skateboard', 'road', 'sitting', 'man', 'standing']
['691163819633082369', 'sign', 'writing', 'baseball', 'street', 'parking']
['691174404622008321', 'sign', 'man', 'sitting', 'holding', 'phone']
['691192278547828736', 'bear', 'book', 'laying', 'pink', 'teddy']
['691288239181860864', 'view', 'mountain', 'airplane', 'clouds', 'background']
['691293762740445185', 'man', 'woman', 'wearing', 'picture', 'smiling']
['691296365410947072', 'keyboard', 'game', 'wii', 'mouse', 'video']
['691301847588544517', 'woman', 'cat', 'young', 'wearing', 'playing']
['691304685756641280', 'street', 'snow', 'city', 'benches', 'sitting']
['691321835141611527', 'plate', 'sandwich', 'white', 'served', 'table']
['691327606617079809', 'woman', 'young', 'car', 'boy', 'girl']
['691327901497716737', 'man', 'playing', 'store', 'woman', 'men']
['691345881732419584', 'white', 'sky', 'black', 'sitting', 'inside']
['691372367214284800', 'wall', 'clock', 'sign', 'picture', 'attached']
['691380147434459136', 'street', 'sign', 'sky', 'close', 'road']
['691396223287312384', 'keyboard', 'remote', 'close', 'mouse', 'types']
['691441062565453824', 'man', 'boy', 'holding', 'sign', 'standing']
['691578360242294784', 'man', 'book', 'sitting', 'keyboard', 'phone']
['691608928006881280', 'sign', 'stop', 'street', 'sky', 'writing']
['691612316580876290', 'open', 'door', 'parking', 'car', 'road']
['691617977238736896', 'snow', 'sitting', 'street', 'view', 'ground']
['691649604924882944', 'sign', 'street', 'sky', 'white', 'close']
['691654731664592897', 'room', 'bench', 'chairs', 'table', 'area']
['691662493102555136', 'city', 'street', 'blurry', 'large', 'view']
['691662830299324417', 'hat', 'wearing', 'boy', 'baseball', 'bat']
['691672427642761216', 'woman', 'people', 'cell', 'phone', 'hair']
['691673420254224384', 'sign', 'street', 'signs', 'post', 'pole']
['691679925292564480', 'woman', 'table', 'people', 'cake', 'sitting']
['691688247794221056', 'sign', 'white', 'black', 'yellow', 'writing']
['691696897195511808', 'sign', 'white', 'street', 'wall', 'time']
['691699963584200705', 'woman', 'smiling', 'smile', 'double', 'wearing']
['691703222776524800', 'pink', 'purple', 'sleeping', 'man', 'keyboard']
['691712999518773248', 'mouse', 'sitting', 'bed', 'table', 'laying']
['691722157735436289', 'bed', 'white', 'keyboard', 'mouse', 'sitting']
['691725882860306432', 'cat', 'white', 'black', 'laying', 'sitting']
['691746648054222849', 'sitting', 'cake', 'white', 'cat', 'box']
['691750566133944321', 'surfboards', 'shelf', 'display', 'books', 'bench']
['691773240948232192', 'white', 'snow', 'hill', 'sky', 'parking']
['691777847061549058', 'food', 'holding', 'woman', 'shirt', 'man']
['691795297396199425', 'man', 'woman', 'phone', 'cell', 'picture']
['691813270139854849', 'white', 'sign', 'street', 'black', 'sky']
['691832111674855425', 'baseball', 'cake', 'like', 'player', 'picture']
['691843597424005122', 'man', 'holding', 'remote', 'person', 'boy']
['691843915893325824', 'white', 'sitting', 'scissors', 'bed', 'wall']
['691870492240773120', 'keyboard', 'book', 'mouse', 'phone', 'writing']
['691878605782171648', 'controllers', 'wii', 'picture', 'game', 'keyboard']
['691915808591712257', 'sitting', 'kitchen', 'tray', 'microwave', 'keyboard']
['691924656840925184', 'white', 'plate', 'paper', 'sitting', 'piece']
['691936808263925762', 'keyboard', 'sign', 'man', 'people', 'standing']
['691945974315487232', 'bed', 'laying', 'cat', 'lying', 'blurry']
['691996108738990080', 'park', 'water', 'sandy', 'person', 'sitting']
['692000086616887297', 'scissors', 'air', 'player', 'cup', 'sign']
['692013701772214272', 'view', 'window', 'street', 'airplane', 'sun']
['692018768512466945', 'man', 'wearing', 'picture', 'phone', 'tie']
['692069855823020032', 'sky', 'window', 'light', 'sitting', 'airplane']
['692074628139716608', 'man', 'boy', 'playing', 'woman', 'shirt']
['692076080933507072', 'different', 'photos', 'utensils', 'people', 'pictures']
['692111882698776576', 'man', 'holding', 'wearing', 'smiling', 'scissors']
['692117856696274944', 'sign', 'street', 'red', 'stop', 'white']
['692123983337132039', 'hat', 'wearing', 'head', 'coffee', 'cup']
['692129311487365120', 'signs', 'street', 'sign', 'writing', 'parking']
['692150765788463105', 'keyboard', 'player', 'screen', 'sitting', 'game']
['692203022550745088', 'cat', 'laying', 'sitting', 'sit', 'colored']
['692220407160672256', 'flying', 'sky', 'birds', 'beach', 'clouds']
['692234893082935297', 'woman', 'young', 'baby', 'smiling', 'child']
['692285316078669825', 'sign', 'wall', 'signs', 'scissors', 'photos']
['692304634870763521', 'doughnut', 'donut', 'wearing', 'hat', 'hand']
['692319239944982528', 'tennis', 'man', 'young', 'skateboard', 'court']
['692330929432432640', 'man', 'wearing', 'holding', 'sign', 'picture']
['692363616058617857', 'people', 'group', 'man', 'men', 'video']
['692377226956902400', 'sign', 'holding', 'red', 'bear', 'wall']
['692387490775306240', 'man', 'jumping', 'shorts', 'woman', 'skateboard']
['692419850942177280', 'bear', 'standing', 'brown', 'bears', 'close']
['692439296465313792', 'woman', 'girl', 'little', 'putting', 'standing']
['692462167568846849', 'sign', 'signs', 'writing', 'keyboard', 'red']
['692473402402152448', 'man', 'picture', 'holding', 'cell', 'wearing']
['692490360384307204', 'sign', 'white', 'street', 'snow', 'parking']
['692495868704989184', 'sign', 'writing', 'stop', 'red', 'box']
['692499837191856132', 'woman', 'girl', 'holding', 'wearing', 'young']
['692500389359411200', 'sign', 'writing', 'stop', 'red', 'box']
['692502119027458053', 'bananas', 'girl', 'boy', 'young', 'man']
['692503893071257600', 'sign', 'writing', 'air', 'street', 'picture']
['692512651696545793', 'blue', 'tv', 'street', 'close', 'screen']
['692513161967226880', 'sign', 'street', 'lines', 'signs', 'attached']
['692513812499546113', 'man', 'woman', 'street', 'riding', 'skateboard']
['692515586790666240', 'man', 'picture', 'book', 'display', 'store']
['692544920238821376', 'stuffed', 'bear', 'teddy', 'mirror', 'animals']
['692548416023453696', 'cars', 'street', 'road', 'driving', 'traffic']
['692551219542396929', 'writing', 'sign', 'keyboard', 'sitting', 'player']
['692571966352429056', 'woman', 'air', 'wearing', 'playing', 'picture']
['692580725133045760', 'blue', 'white', 'sign', 'street', 'sitting']
['692582838751768576', 'sign', 'car', 'close', 'sitting', 'view']
['692584507786924032', 'woman', 'sign', 'phone', 'wearing', 'holding']
['692601830036094976', 'man', 'tie', 'wearing', 'shirt', 'glasses']
['692665102412222464', 'man', 'tie', 'suit', 'sitting', 'wearing']
['692705556985937921', 'screen', 'television', 'people', 'lit', 'looking']
['692769297639284736', 'man', 'boy', 'holding', 'young', 'woman']
['692773093236981760', 'sign', 'white', 'street', 'lines', 'writing']
['692773151357427714', 'wii', 'game', 'wall', 'close', 'controllers']
['692783192470917121', 'television', 'screen', 'sky', 'large', 'white']
['692789829722083332', 'cell', 'phone', 'phones', 'holding', 'picture']
['692802991762485248', 'woman', 'man', 'screen', 'picture', 'wearing']
['692803120913608705', 'bed', 'laying', 'man', 'person', 'book']
['692846957883076608', 'woman', 'man', 'young', 'smiling', 'boy']
['692856726823895041', 'cake', 'plate', 'slices', 'sliced', 'colored']
['693095258846957568', 'sign', 'white', 'air', 'hand', 'lines']
['693147156799053825', 'toilet', 'black', 'white', 'mouse', 'seat']
['693175231725359105', 'woman', 'boy', 'man', 'young', 'wearing']
['693187562681143296', 'sign', 'keyboard', 'white', 'large', 'sitting']
['693199180869844992', 'sign', 'writing', 'close', 'white', 'picture']
['693199628536320000', 'woman', 'girl', 'bed', 'hair', 'wearing']
['693217080062005249', 'sign', 'book', 'writing', 'birthday', 'refrigerator']
['693227436452945920', 'cat', 'laying', 'sign', 'sitting', 'picture']
['693228941734096896', 'woman', 'picture', 'young', 'brushing', 'pink']
['693277240780529664', 'sign', 'road', 'street', 'building', 'yellow']
['693391070584029184', 'sign', 'blue', 'street', 'white', 'road']
['693396993675300864', 'apple', 'picture', 'sitting', 'black', 'keyboard']
['693410085620461569', 'woman', 'riding', 'playing', 'wearing', 'talking']
['693412872232247301', 'sun', 'large', 'sitting', 'water', 'sunset']
['693474636760256513', 'laying', 'sitting', 'book', 'box', 'cat']
['693489127044444161', 'wearing', 'cat', 'sign', 'tie', 'man']
['693494117452480512', 'people', 'line', 'airport', 'white', 'area']
['693502448628006913', 'woman', 'girl', 'pink', 'surfboard', 'phone']
['693516785660903424', 'sign', 'parking', 'yellow', 'writing', 'sitting']
['693529529214611457', 'red', 'baseball', 'glove', 'sitting', 'sign']
['693532666403123201', 'sign', 'street', 'white', 'road', 'pole']
['693582306959818753', 'truck', 'white', 'parking', 'parked', 'road']
['693604697140232192', 'controllers', 'wii', 'game', 'white', 'controller']
['693610805342789632', 'keyboard', 'close', 'writing', 'large', 'sitting']
['693617999106801664', 'person', 'cutting', 'bed', 'hand', 'table']
['693623114639544320', 'sitting', 'men', 'blue', 'bench', 'woman']
['693624570960543744', 'blurry', 'screen', 'dark', 'picture', 'tv']
['693624867384479744', 'remote', 'wii', 'player', 'game', 'holding']
['693645157917417472', 'sign', 'sky', 'street', 'white', 'red']
['693667731565105152', 'bed', 'mountain', 'air', 'view', 'white']
['693675164148469761', 'man', 'holding', 'men', 'wearing', 'playing']
['693701847878615040', 'sign', 'white', 'sky', 'street', 'parking']
['693768761988517888', 'refrigerator', 'open', 'different', 'display', 'case']
['693800435895836672', 'wearing', 'dog', 'white', 'hat', 'tie']
['693843390547529728', 'keyboard', 'mouse', 'laptop', 'desk', 'sitting']
['693852278223147008', 'street', 'sign', 'sky', 'white', 'blue']
['693852643249233920', 'woman', 'scissors', 'pair', 'air', 'picture']
['693897573422256128', 'man', 'hat', 'wearing', 'glasses', 'phone']
['693900021620740102', 'man', 'person', 'television', 'holding', 'watching']
['693914181704224769', 'blurry', 'street', 'filled', 'city', 'view']
['693964832467357696', 'man', 'suit', 'tie', 'wearing', 'blue']
['694004633929437185', 'sign', 'keyboard', 'remote', 'signs', 'book']
['694096163918598144', 'man', 'wearing', 'white', 'woman', 'tie']
['694168663902044161', 'desk', 'table', 'sitting', 'keyboard', 'mouse']
['694182433663483904', 'man', 'person', 'phone', 'cell', 'blue']
['694188602092359680', 'woman', 'standing', 'women', 'men', 'couple']
['694211941602963456', 'man', 'cake', 'holding', 'woman', 'face']
['694228173471518725', 'sign', 'writing', 'says', 'street', 'turn']
['694235473988980737', 'red', 'sitting', 'sign', 'box', 'table']
['694252238659784709', 'people', 'rain', 'street', 'walking', 'group']
