['682716753374351360', 'different', 'display', 'types', 'sitting', 'donuts']
['689911550803582981', 'flying', 'airplane', 'plane', 'grass', 'white']
['689927193468735489', 'men', 'standing', 'holding', 'picture', 'man']
['689933352053374976', 'man', 'wearing', 'tie', 'holding', 'face']
['689951492443410433', 'signs', 'street', 'different', 'sign', 'road']
['689969145895591936', 'woman', 'phone', 'cell', 'man', 'women']
['690010469638234113', 'phone', 'woman', 'cell', 'man', 'taking']
['690019977588555776', 'lined', 'scissors', 'different', 'sitting', 'wall']
['690029618150166528', 'man', 'horse', 'woman', 'phone', 'wearing']
['690051618126086144', 'car', 'road', 'window', 'sitting', 'white']
['690066296097087489', 'car', 'road', 'window', 'sitting', 'white']
['690122173579685890', 'sign', 'signs', 'street', 'different', 'sitting']
['690130217646555136', 'kites', 'colorful', 'sitting', 'bunch', 'colored']
['690138402499469312', 'woman', 'man', 'picture', 'holding', 'keyboard']
['690138976276070400', 'sign', 'street', 'signs', 'sitting', 'white']
['690157363538567172', 'street', 'sign', 'sitting', 'white', 'picture']
['690165552749375488', 'man', 'wearing', 'tie', 'suit', 'glasses']
['690169534460878848', 'orange', 'sitting', 'bowl', 'table', 'yellow']
['690171742598381569', 'cup', 'sitting', 'table', 'bowl', 'plate']
['690176182722154496', 'kitchen', 'counter', 'stove', 'sink', 'sitting']
['690184007951089665', 'road', 'trees', 'street', 'bird', 'train']
['690195685891805184', 'man', 'sitting', 'people', 'men', 'baseball']
['690220749399851008', 'group', 'people', 'playing', 'men', 'game']
['690226000622424064', 'man', 'woman', 'phone', 'cell', 'holding']
['690236729790468096', 'white', 'sitting', 'picture', 'black', 'phone']
['690248594927017984', 'flying', 'birds', 'flock', 'water', 'black']
['690258795734437889', 'sitting', 'men', 'man', 'woman', 'people']
['690282226718642176', 'sign', 'signs', 'black', 'white', 'picture']
['690294558312263682', 'man', 'shop', 'food', 'donuts', 'store']
['690314542929186816', 'sign', 'street', 'white', 'black', 'sitting']
['690319391959941124', 'man', 'wearing', 'holding', 'hat', 'inside']
['690358339189002240', 'truck', 'parked', 'trucks', 'sitting', 'cars']
['690362083087613952', 'picture', 'photo', 'black', 'sign', 'white']
['690363048326987777', 'playing', 'game', 'wii', 'men', 'man']
['690383035896823809', 'man', 'sitting', 'woman', 'laying', 'bear']
['690401917042835456', 'cat', 'window', 'sitting', 'laying', 'looking']
['690416364377477120', 'sitting', 'man', 'men', 'frisbee', 'woman']
['690428189592666112', 'different', 'signs', 'remote', 'types', 'sit']
['690447117052084224', 'plate', 'sitting', 'table', 'bread', 'white']
['690455195864662016', 'airport', 'luggage', 'people', 'group', 'line']
['690455538828709889', 'sitting', 'red', 'teddy', 'stuffed', 'table']
['690474653064781824', 'people', 'parked', 'motorcycle', 'motorcycles', 'street']
['690484087014948864', 'man', 'sitting', 'black', 'plane', 'laying']
['690535141689663488', 'road', 'trees', 'park', 'sitting', 'hydrant']
['690543069599506432', 'trees', 'giraffes', 'standing', 'field', 'grass']
['690561903580418048', 'bed', 'man', 'holding', 'laying', 'woman']
['690563526776066048', 'laying', 'tennis', 'black', 'pair', 'ground']
['690589622594838528', 'sign', 'sitting', 'street', 'writing', 'white']
['690633649985851392', 'street', 'black', 'white', 'sign', 'signs']
['690675425681346560', 'flying', 'sky', 'man', 'plane', 'beach']
['690678117094952961', 'street', 'sign', 'signs', 'pole', 'sitting']
['690684507008032768', 'cat', 'laying', 'sitting', 'brown', 'looking']
['690700870648922113', 'sitting', 'white', 'sign', 'black', 'picture']
['690764914873516032', 'holding', 'wearing', 'man', 'woman', 'baseball']
['690768935185223680', 'lit', 'sitting', 'oven', 'night', 'street']
['690804418376130560', 'sign', 'street', 'sitting', 'picture', 'white']
['690847752847245312', 'street', 'sign', 'signs', 'road', 'sitting']
['690898693743075328', 'white', 'sitting', 'close', 'bed', 'colored']
['690907113388969984', 'man', 'woman', 'old', 'white', 'wearing']
['690908985428312064', 'sign', 'signs', 'different', 'store', 'street']
['690915881082343424', 'white', 'bathroom', 'urinals', 'wall', 'toilet']
['690925366144278529', 'man', 'black', 'sitting', 'suit', 'picture']
['690952190081441792', 'trees', 'tree', 'sky', 'sun', 'flying']
['690952642521100289', 'snow', 'water', 'lake', 'park', 'pool']
['690957971673604096', 'sign', 'street', 'sitting', 'blue', 'road']
['690961198108516352', 'road', 'traffic', 'street', 'cars', 'car']
['690965828808904704', 'man', 'suit', 'wearing', 'tie', 'black']
['690972372124434433', 'sign', 'red', 'street', 'sitting', 'signs']
['690983395598409728', 'pink', 'red', 'hat', 'white', 'sitting']
['690994509862297601', 'white', 'sky', 'blue', 'black', 'flying']
['691072273537630209', 'broccoli', 'food', 'vegetables', 'flowers', 'cutting']
['691074384035999744', 'room', 'television', 'sitting', 'kitchen', 'tv']
['691095203411812355', 'road', 'zebras', 'herd', 'standing', 'group']
['691163819633082369', 'picture', 'black', 'photo', 'white', 'sign']
['691174404622008321', 'sign', 'man', 'street', 'sitting', 'signs']
['691192278547828736', 'bear', 'teddy', 'sitting', 'red', 'light']
['691288239181860864', 'snow', 'trees', 'road', 'water', 'street']
['691293762740445185', 'man', 'keyboard', 'picture', 'phone', 'woman']
['691296365410947072', 'keyboard', 'sitting', 'game', 'remote', 'different']
['691301847588544517', 'man', 'sitting', 'wearing', 'black', 'laying']
['691304685756641280', 'street', 'snow', 'road', 'city', 'traffic']
['691321835141611527', 'plate', 'sitting', 'sandwich', 'hot', 'carrots']
['691327606617079809', 'sitting', 'woman', 'eating', 'bear', 'dog']
['691327901497716737', 'street', 'different', 'store', 'signs', 'display']
['691345881732419584', 'sky', 'flying', 'blue', 'white', 'airplane']
['691372367214284800', 'clock', 'wall', 'sitting', 'white', 'picture']
['691380147434459136', 'sign', 'street', 'signs', 'sitting', 'white']
['691396223287312384', 'sitting', 'white', 'different', 'remote', 'keyboard']
['691441062565453824', 'man', 'black', 'holding', 'suit', 'sitting']
['691578360242294784', 'man', 'woman', 'holding', 'sitting', 'phone']
['691608928006881280', 'sign', 'stop', 'red', 'street', 'sitting']
['691612316580876290', 'street', 'sign', 'road', 'cars', 'station']
['691617977238736896', 'road', 'street', 'night', 'cars', 'dirt']
['691649604924882944', 'sign', 'wall', 'white', 'street', 'black']
['691654731664592897', 'train', 'street', 'sitting', 'fence', 'traffic']
['691662493102555136', 'lights', 'street', 'traffic', 'road', 'night']
['691662830299324417', 'wearing', 'baseball', 'face', 'hat', 'man']
['691672427642761216', 'woman', 'people', 'man', 'cell', 'holding']
['691673420254224384', 'man', 'street', 'sign', 'shop', 'signs']
['691679925292564480', 'table', 'sitting', 'people', 'man', 'woman']
['691688247794221056', 'sign', 'street', 'man', 'sitting', 'writing']
['691696897195511808', 'sign', 'wall', 'street', 'sitting', 'white']
['691699963584200705', 'teeth', 'brushing', 'woman', 'face', 'toothbrush']
['691703222776524800', 'man', 'red', 'television', 'laying', 'sitting']
['691712999518773248', 'laying', 'couch', 'sleeping', 'sitting', 'bed']
['691722157735436289', 'water', 'flying', 'plane', 'surfboard', 'man']
['691725882860306432', 'cat', 'sitting', 'white', 'laying', 'sleeping']
['691746648054222849', 'man', 'sitting', 'laying', 'skateboard', 'people']
['691750566133944321', 'different', 'rack', 'wall', 'display', 'lined']
['691773240948232192', 'flying', 'white', 'sky', 'picture', 'black']
['691777847061549058', 'man', 'sign', 'holding', 'wearing', 'signs']
['691795297396199425', 'man', 'woman', 'holding', 'picture', 'phone']
['691813270139854849', 'sign', 'street', 'sitting', 'signs', 'white']
['691832111674855425', 'sitting', 'skateboard', 'man', 'holding', 'player']
['691843597424005122', 'man', 'sitting', 'holding', 'playing', 'wearing']
['691843915893325824', 'sitting', 'lines', 'birds', 'white', 'black']
['691870492240773120', 'signs', 'sign', 'street', 'sitting', 'keyboard']
['691878605782171648', 'picture', 'sitting', 'black', 'remote', 'white']
['691915808591712257', 'sign', 'sitting', 'display', 'writing', 'books']
['691924656840925184', 'piece', 'sitting', 'plate', 'white', 'cake']
['691936808263925762', 'different', 'baseball', 'signs', 'man', 'picture']
['691945974315487232', 'sitting', 'street', 'night', 'road', 'dirt']
['691996108738990080', 'park', 'road', 'water', 'river', 'bench']
['692000086616887297', 'street', 'sign', 'clock', 'sitting', 'signs']
['692013701772214272', 'street', 'road', 'traffic', 'cars', 'car']
['692018768512466945', 'man', 'phone', 'cell', 'woman', 'wearing']
['692069855823020032', 'lights', 'airplane', 'light', 'sun', 'night']
['692074628139716608', 'woman', 'sitting', 'man', 'mirror', 'holding']
['692076080933507072', 'different', 'picture', 'baseball', 'display', 'lined']
['692111882698776576', 'man', 'woman', 'wearing', 'holding', 'phone']
['692117856696274944', 'red', 'sign', 'street', 'traffic', 'signs']
['692123983337132039', 'sitting', 'bear', 'head', 'bowl', 'looking']
['692129311487365120', 'street', 'signs', 'sign', 'different', 'traffic']
['692150765788463105', 'sign', 'sitting', 'picture', 'signs', 'street']
['692203022550745088', 'traffic', 'items', 'signs', 'different', 'light']
['692220407160672256', 'sun', 'road', 'water', 'beach', 'sunset']
['692234893082935297', 'woman', 'man', 'sitting', 'wearing', 'holding']
['692285316078669825', 'wall', 'sitting', 'different', 'picture', 'street']
['692304634870763521', 'sign', 'sitting', 'apple', 'street', 'bear']
['692319239944982528', 'skateboard', 'boy', 'riding', 'young', 'man']
['692330929432432640', 'man', 'sign', 'street', 'holding', 'wearing']
['692363616058617857', 'sitting', 'group', 'people', 'men', 'outside']
['692377226956902400', 'sign', 'man', 'street', 'signs', 'pole']
['692387490775306240', 'skateboard', 'man', 'boy', 'playing', 'jumping']
['692419850942177280', 'bear', 'sitting', 'looking', 'dog', 'white']
['692439296465313792', 'man', 'holding', 'woman', 'tie', 'standing']
['692462167568846849', 'sign', 'red', 'signs', 'street', 'different']
['692473402402152448', 'man', 'keyboard', 'face', 'donut', 'wearing']
['692490360384307204', 'black', 'white', 'flying', 'sky', 'picture']
['692495868704989184', 'sign', 'red', 'different', 'sitting', 'writing']
['692499837191856132', 'sitting', 'woman', 'phone', 'man', 'cell']
['692500389359411200', 'sign', 'red', 'different', 'sitting', 'writing']
['692502119027458053', 'man', 'holding', 'standing', 'sign', 'store']
['692503893071257600', 'sign', 'street', 'traffic', 'sitting', 'picture']
['692512651696545793', 'sign', 'train', 'sitting', 'street', 'station']
['692513161967226880', 'white', 'sitting', 'sign', 'picture', 'different']
['692513812499546113', 'man', 'dog', 'sitting', 'window', 'teddy']
['692515586790666240', 'man', 'holding', 'woman', 'sign', 'picture']
['692544920238821376', 'teddy', 'bear', 'sitting', 'stuffed', 'yellow']
['692548416023453696', 'street', 'cars', 'road', 'traffic', 'truck']
['692551219542396929', 'sitting', 'wall', 'white', 'sign', 'picture']
['692571966352429056', 'man', 'player', 'ball', 'tennis', 'air']
['692580725133045760', 'sign', 'sitting', 'street', 'stop', 'writing']
['692582838751768576', 'car', 'sitting', 'train', 'sign', 'traffic']
['692584507786924032', 'man', 'woman', 'holding', 'red', 'baseball']
['692601830036094976', 'man', 'suit', 'wearing', 'sitting', 'tie']
['692665102412222464', 'man', 'holding', 'sitting', 'wearing', 'suit']
['692705556985937921', 'street', 'sign', 'people', 'sitting', 'night']
['692769297639284736', 'sitting', 'man', 'men', 'woman', 'boy']
['692773093236981760', 'black', 'sign', 'sitting', 'white', 'picture']
['692773151357427714', 'white', 'sitting', 'wall', 'picture', 'scissors']
['692783192470917121', 'blue', 'sitting', 'water', 'white', 'dark']
['692789829722083332', 'holding', 'man', 'cell', 'phone', 'game']
['692802991762485248', 'man', 'sitting', 'sign', 'screen', 'picture']
['692803120913608705', 'room', 'sitting', 'station', 'bed', 'people']
['692846957883076608', 'man', 'wearing', 'woman', 'tie', 'smiling']
['692856726823895041', 'plate', 'pizza', 'food', 'cake', 'fork']
['693095258846957568', 'picture', 'remote', 'black', 'white', 'photo']
['693147156799053825', 'mouse', 'sitting', 'toilet', 'pair', 'scissors']
['693175231725359105', 'teeth', 'man', 'woman', 'brushing', 'toothbrush']
['693187562681143296', 'street', 'sign', 'signs', 'road', 'traffic']
['693199180869844992', 'sitting', 'wall', 'book', 'sign', 'picture']
['693199628536320000', 'woman', 'phone', 'cell', 'wearing', 'holding']
['693217080062005249', 'different', 'signs', 'types', 'remote', 'sign']
['693227436452945920', 'man', 'laying', 'street', 'sitting', 'sign']
['693228941734096896', 'man', 'woman', 'picture', 'wearing', 'holding']
['693277240780529664', 'signs', 'street', 'sign', 'sitting', 'different']
['693391070584029184', 'sign', 'street', 'signs', 'sitting', 'close']
['693396993675300864', 'sitting', 'different', 'signs', 'black', 'picture']
['693410085620461569', 'horse', 'riding', 'man', 'horses', 'woman']
['693412872232247301', 'water', 'sun', 'sitting', 'cars', 'sunset']
['693474636760256513', 'sitting', 'writing', 'sign', 'book', 'green']
['693489127044444161', 'man', 'sitting', 'skateboard', 'laying', 'person']
['693494117452480512', 'room', 'lights', 'ceiling', 'people', 'view']
['693502448628006913', 'holding', 'woman', 'wearing', 'man', 'sitting']
['693516785660903424', 'green', 'sitting', 'yellow', 'holding', 'standing']
['693529529214611457', 'red', 'wall', 'sign', 'black', 'sitting']
['693532666403123201', 'sign', 'street', 'signs', 'road', 'sitting']
['693582306959818753', 'truck', 'trucks', 'man', 'road', 'parked']
['693604697140232192', 'different', 'sitting', 'sign', 'signs', 'picture']
['693610805342789632', 'street', 'signs', 'sign', 'different', 'sitting']
['693617999106801664', 'dog', 'laying', 'sitting', 'brown', 'hat']
['693623114639544320', 'bench', 'men', 'sitting', 'man', 'baseball']
['693624570960543744', 'sitting', 'white', 'picture', 'sign', 'black']
['693624867384479744', 'signs', 'sign', 'street', 'different', 'black']
['693645157917417472', 'sign', 'red', 'sitting', 'street', 'white']
['693667731565105152', 'man', 'person', 'snowboard', 'laying', 'snowboarder']
['693675164148469761', 'woman', 'tennis', 'man', 'sitting', 'holding']
['693701847878615040', 'sky', 'white', 'flying', 'black', 'picture']
['693768761988517888', 'sitting', 'display', 'inside', 'wall', 'shelf']
['693800435895836672', 'white', 'sheep', 'cat', 'sitting', 'laying']
['693843390547529728', 'sitting', 'desk', 'table', 'keyboard', 'white']
['693852278223147008', 'red', 'sign', 'white', 'sitting', 'signs']
['693852643249233920', 'man', 'baseball', 'holding', 'sitting', 'bat']
['693897573422256128', 'man', 'wearing', 'taking', 'phone', 'holding']
['693900021620740102', 'man', 'sitting', 'woman', 'laptop', 'holding']
['693914181704224769', 'night', 'store', 'lit', 'street', 'city']
['693964832467357696', 'man', 'sitting', 'suit', 'wearing', 'holding']
['694004633929437185', 'sitting', 'remote', 'white', 'keyboard', 'game']
['694096163918598144', 'man', 'woman', 'wearing', 'photo', 'picture']
['694168663902044161', 'desk', 'sitting', 'mouse', 'keyboard', 'laptop']
['694182433663483904', 'man', 'holding', 'skateboard', 'air', 'player']
['694188602092359680', 'men', 'man', 'standing', 'picture', 'holding']
['694211941602963456', 'man', 'woman', 'wearing', 'holding', 'phone']
